pitch_hist.target_rule
"[0.1220703125, 0.06201171875, 0.0, 0.0810546875, 0.041015625, 0.04931640625, 0.0, 0.0, 0.4306640923023224, 0.0, 0.2138671875, 0.0]"
"[0.0, 0.04750935360789299, 0.3686455488204956, 0.0, 0.05836863815784454, 0.11178360879421234, 0.0, 0.07194274663925171, 0.0, 0.23722946643829346, 0.10452058166265488, 0.0]"
"[0.033345989882946014, 0.07237888872623444, 0.001550976070575416, 0.37098759412765503, 0.0, 0.059971075505018234, 0.0, 0.08116775006055832, 0.15949204564094543, 0.0, 0.12330260872840881, 0.09780304878950119]"
"[0.11847800761461258, 0.0, 0.02817954495549202, 0.0, 0.31355994939804077, 0.03931036219000816, 0.0, 0.18130621314048767, 0.0, 0.08169718086719513, 0.0, 0.23746874928474426]"
"[0.0, 0.05886833742260933, 0.0, 0.03796958178281784, 0.0, 0.025271762162446976, 0.13671527802944183, 0.0, 0.41893523931503296, 0.0, 0.12353432178497314, 0.19870541989803314]"
"[0.11244377493858337, 0.0, 0.11281858384609222, 0.10869564861059189, 0.0, 0.17953523993492126, 0.0, 0.16791602969169617, 0.0, 0.24287854135036469, 0.07571214437484741, 0.0]"
"[0.0, 0.0, 0.25885486602783203, 0.0, 0.2505991756916046, 0.0, 0.1651131808757782, 0.06098535284399986, 0.0, 0.07430092990398407, 0.0, 0.19014647603034973]"
"[0.059572964906692505, 0.0, 0.005371333099901676, 0.005859635770320892, 0.32818400859832764, 0.005371333099901676, 0.004883029963821173, 0.19625340402126312, 0.0, 0.004883029963821173, 0.005371333099901676, 0.3842500150203705]"
"[0.0, 0.1631372720003128, 0.0, 0.03843137249350548, 0.0, 0.2101960927248001, 0.1537254899740219, 0.0, 0.17098040878772736, 0.0, 0.1443137526512146, 0.11921568959951401]"
"[0.015639809891581535, 0.07061611115932465, 0.10189573466777802, 0.0, 0.2672985792160034, 0.12796208262443542, 0.0, 0.055450234562158585, 0.05924170836806297, 0.23838864266872406, 0.00805687252432108, 0.05545023828744888]"
"[0.15344786643981934, 0.10779006779193878, 0.04848200082778931, 0.07601788640022278, 0.06542716175317764, 0.12755942344665527, 0.0, 0.076253242790699, 0.029654037207365036, 0.06566251069307327, 0.24970582127571106, 0.0]"
